23782,24774,24775,,295.69846,secondary,FORWARD,111,25,60,0,8148082,5434094433693,0102000020E610000003000000011F72E94ED223404C2256DA3D854C40080DB38641D32340003219332E854C40604E1AB4A1D42340442AD6BA1E854C40,Østre Alle,
374991,359480,359481,,55.037846,secondary,FORWARD,-76,25,60,0,97574426,6733167481598,0102000020E610000002000000649DE05119D5234008B600231E854C40BD169925A6D423409578E51F22854C40,Østre Alle,
413648,359481,24775,,11.7190695,residential,BOTH,-170,40,0,0,102546412,6779003007037,0102000020E610000002000000BD169925A6D423409578E51F22854C40604E1AB4A1D42340442AD6BA1E854C40,Postmestervej,
