23783,24775,24776,,55.907375,secondary,FORWARD,101,25,60,0,8148082,5434126400840,0102000020E610000002000000604E1AB4A1D42340442AD6BA1E854C40BE30992A18D52340CEBD2C921B854C40,Østre Alle,
374992,359481,24798,,297.67773,secondary,FORWARD,-68,25,60,0,97574426,6733168605541,0102000020E610000004000000BD169925A6D423409578E51F22854C409278793A57D42340AC240DC924854C40C525225745D32340F99683EA30854C40F31C91EF52D223403D7C992842854C40,Østre Alle,
413648,359481,24775,,11.7190695,residential,BOTH,-170,40,0,0,102546412,6779003007037,0102000020E610000002000000BD169925A6D423409578E51F22854C40604E1AB4A1D42340442AD6BA1E854C40,Postmestervej,
413649,24775,394655,,129.77267,residential,BOTH,-165,40,0,0,102546412,6779005029769,0102000020E610000002000000604E1AB4A1D42340442AD6BA1E854C40A3AF20CD58D423407A90F9DBF9844C40,Postmestervej,
